Product Price,Model Number,Processor Type,Processor Speed,RAM Size,Graphics Card,Screen Size,Operating System,Display Type,Storage Value,Storage Type,kmeans
2849.0,Acer Aspire 5 A515-57G-78ZN,Intel Core i7-1255U (12th Gen),1.7,8,NVIDIA GeForce RTX 2050 4GB GDDR6,15.6,Dos,Full HD,512,SSD M.2,1
4299.0,HP Victus Gaming 16-s0008nx,AMD Ryzen 7-7840HS,3.8,16,NVIDIA GeForce RTX 4050 6GB,16.1,Dos,Full HD,1024,SSD M.2,0
1749.0,Lenovo IdeaPad Slim 3 15IRH8,Intel Core i5-13420H (13th Gen),1.5,8,Intel UHD Graphics,15.6,Dos,Full HD,512,SSD M.2,1
5499.0,Asus TUF Gaming FA507XI-LP018,AMD Ryzen 9-7940HS,4.0,16,NVIDIA GeForce RTX 4070 8GB,15.6,Dos,Full HD,1024,SSD M.2,0
14299.0,Apple MacBook Pro 16-Inch M3 Pro,Apple M3 Pro chip,3.5,36,18-core GPU,16.2,macOS Sonoma,Full HD,1024,SSD,2
14299.0,HP ProBook 455 15.6 inch G9 Notebook PC Wolf Pro Security Edition,AMD Ryzen 7-5825U,2.0,16,AMD Radeon Graphics,15.6,Dos,Full HD,512,SSD M.2,1
4299.0,Acer Nitro V 15 ANV15-51-76HP,Intel Core i7-13620H (13th Gen),2.4,16,NVIDIA GeForce RTX 4060 8GB,15.6,Dos,Full HD,512,SSD M.2,1
5499.0,Dell G15 5530 Gaming,Intel Core i7-13650HX (13th Gen),1.9,16,NVIDIA GeForce RTX 4060 8GB,15.6,Dos,Full HD,1024,SSD M.2,4
6299.0,Lenovo Legion 5 16IRX9,Intel Core i7-14650HX (14th Generation),2.2,16,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 140W",16.0,Windows 11 Home,WQXGA,512,SSD M.2,1
2199.0,Asus Vivobook X1504VA-NJ379,Intel Core i7-1355U (13th Gen),1.7,8,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
4649.0,Apple MacBook Air 13-inch M3,Apple M3 chip,3.4,8,8-core GPU,13.6,macOS Sonoma,Full HD,256,SSD,0
6699.0,Dell G15 5530 Gaming,Intel Core i9-13900HX (13th Gen),1.6,32,NVIDIA GeForce RTX 4060 8GB,15.6,Dos,Full HD,1024,SSD M.2,4
2099.0,IdeaPad 1 15IAU7,Intel Core i7-1255U (12th Gen),1.7,8,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
3899.0,ASUS ROG Strix G17 G713RC-HX040,AMD Ryzen 7-6800H,3.2,16,NVIDIA GeForce RTX 3050 4GB,17.3,Dos,Full HD,1024,SSD M.2,4
1849.0,Dell Vostro 15 3520,Intel Core i5-1235U (12th Gen),0.9,16,Intel UHD Graphics,15.6,Dos,Full HD,512,SSD M.2,1
3149.0,Asus TUF Gaming FX707ZC4-HX062,Intel Core i5-12500H (12th Gen),2.5,16,NVIDIA GeForce RTX 3050 4GB,17.3,Dos,Full HD,1024,SSD M.2,4
3599.0,Yoga Slim 7 ProX 14ARH7,AMD Ryzen 7-6800HS,3.2,16,NVIDIA GeForce GTX 1650 4 GB,14.5,Windows 11 Home,3k,512,SSD M.2,0
5799.0,Apple MacBook Air M3,Apple M3 chip,3.4,8,10-core GPU,13.6,macOS Sonoma,Full HD,512,SSD,0
8499.0,Lenovo Legion 5 Pro 16IRX9,Intel Core i7-14700K (14th Generation),1.5,32,"NVIDIA GeForce RTX 4070 8GB GDDR6, Boost Clock 2175MHz, TGP 140W",16.0,Windows 11 Home,WQXGA,1024,SSD M.2,4
8499.0,Latitude 3450,Intel Core i5-1335U (13th Gen),0.9,8,Intel UHD Graphics,14.0,Dos,Full HD,512,SSD M.2,1
10999.0,Microsoft Surface Studio,Quad-core Intel Core H35 i7-11370H (11th Gen),3.3,32,NVIDIA GeForce RTX 3050 TI 4GB,14.4,Windows 11 Home,Full HD,2048,SSD,2
2099.0,Asus ExpertBook B1 (B1402CVA-I58512B0D - 13th Gen Intel),Intel Core i5-1335U (13th Gen),1.3,8,Intel UHD Graphics,14.0,Dos,Full HD,512,SSD M.2,1
5999.0,Microsoft Surface Pro 9,Intel Core i7-1265U (12th Gen) Evo Platform,1.2,16,Intel Iris Xe Graphics,13.0,Windows 11 Home,Full HD,256,SSD M.2,1
5999.0,ThinkBook Plus G3 IAP,Intel Core i7-12700H (12th Gen),2.3,32,Intel Iris Xe Graphics,17.3,Windows 11 Professional,3k,1024,SSD M.2,4
2349.0,IdeaPad 3 15IAU7,Intel Core i7-1255U (12th Gen),1.2,16,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
2199.0,IdeaPad 1 15IAU7,Intel Core i7-1255U (12th Gen),1.7,8,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
3999.0,Lenovo ThinkPad E14 Gen 6 Intel,Intel Core Ultra 7-155H,1.4,16,Intel Integrated Graphics,14.0,Dos,WUXGA,512,SSD M.2,1
3999.0,Dell Latitude 3420,Intel Core i7-1165G7 (11th Gen),2.8,8,NVIDIA GeForce MX450 2 GB,14.0,Dos,Full HD,512,SSD M.2,0
1349.0,Acer Aspire 3 A315-24P-R9P0,AMD Ryzen 5-7520U,2.8,8,AMD Radeon Graphics,15.6,Dos,Full HD,512,SSD M.2,0
5999.0,HP Elite x360 1040 14 inch G9 2-in-1,Intel Core i7-1255U (12th Gen),1.7,16,Intel Iris Xe Graphics,14.0,Windows 11 Professional,WUXGA,512,SSD M.2,1
1499.0,Vostro 3520,Intel Core i3-1215U (12th Gen),0.9,8,Intel UHD Graphics,15.6,Windows 11 Home,Full HD,512,SSD M.2,1
1699.0,Lenovo IdeaPad Slim 3 15IRU8,Intel Core i3-1315U (13th Gen),1.2,8,Intel UHD Graphics,15.6,Windows 11 Home,Full HD,512,SSD M.2,1
2699.0,Lenovo IdeaPad Slim 3 14IRH8,Intel Core i7-13620H (13th Gen),1.8,16,Intel UHD Graphics,14.0,Windows 11 Home,Full HD,1024,SSD M.2,4
2699.0,ThinkBook 14 G4 IAP,Intel Core i7-1255U (12th Gen),1.7,16,NVIDIA GeForce MX550 2 GB,14.0,Windows 10 Professional,Full HD,512,SSD M.2,1
2299.0,Asus ExpertBook B1 (B1502CBA-NJ2035 - 12th Gen Intel),Intel Core i7-1255U (12th Gen),1.7,8,Intel UHD Graphics,15.6,Dos,Full HD,512,SSD M.2,1
4899.0,Asus TUF Gaming FX707VV4-HX033,Intel Core i7-13700H (13th Gen),2.4,16,NVIDIA GeForce RTX 4060 8GB,17.3,Dos,Full HD,1024,SSD M.2,4
2799.0,Asus TUF Gaming FX507ZC4-HN321,Intel Core i5-12500H (12th Gen),2.5,8,NVIDIA GeForce RTX 3050 4GB,15.6,Dos,Full HD,512,SSD M.2,1
2799.0,Dell Latitude 3440,Intel Core i7-1355U (13th Gen),1.7,8,NVIDIA GeForce MX550 2 GB,14.0,Dos,Full HD,512,SSD M.2,1
2199.0,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5-5500H,3.3,16,NVIDIA GeForce RTX 2050 4GB GDDR6,15.6,Dos,Full HD,512,SSD M.2,0
8999.0,Yoga Book 9 13IRU8,Intel Core i7-1355U (13th Gen),1.7,16,Intel Iris Xe Graphics,13.3,Windows 11 Home,2.8K,1024,SSD M.2,4
2899.0,Dell Vostro 15 3520,Intel Core i7-1255U (12th Gen),1.7,8,NVIDIA GeForce MX550 2 GB,15.6,Windows 11 Home,Full HD,512,SSD M.2,1
2899.0,Lenovo ThinkPad E16 Gen 1,Intel Core i7-1355U (13th Gen),1.7,16,NVIDIA GeForce MX550 2 GB,16.0,Dos,WUXGA,512,SSD M.2,1
4799.0,Lenovo LOQ 15IRX9,Intel Core i7-13650HX (13th Gen),1.9,24,NVIDIA GeForce RTX 4060 8GB,15.6,Windows 11 Home,Full HD,512,SSD M.2,1
3099.0,Legion Go,Extreme,3.3,16,AMD Radeon Graphics,8.8,Windows 11 Home,WQXGA,1024,SSD M.2,4
7799.0,Dell G16 7630 Gaming,Intel Core i9-13900HX (13th Gen),1.6,32,NVIDIA GeForce RTX 4070 8GB,16.0,Dos,2k,1024,SSD M.2,4
1249.0,ThinkPad E14 Gen 5 (Intel),Intel Core i5-1335U (13th Gen),1.3,8,Intel Iris Xe Graphics,14.0,Dos,WUXGA,256,SSD M.2,1
1399.0,ThinkPad E14 Gen 5 (Intel),Intel Core i7-13700H (13th Gen),2.4,16,Intel Iris Xe Graphics,14.0,Dos,WUXGA,512,SSD,0
3399.0,ASUS TUF FX507ZC4-HN008,Intel Core i7-12700H (12th Gen),3.5,16,NVIDIA GeForce RTX 3050 4GB,15.6,Dos,Full HD,512,SSD M.2,0
9299.0,Apple MacBook Pro M3 Pro,Apple M3 Pro chip,3.3,18,14-core GPU,14.2,macOS Sonoma,Full HD,512,SSD,0
3399.0,Acer Nitro 5 AN515-58-71EW,Intel Core i7-12650H (12th Gen),2.7,16,NVIDIA GeForce RTX 3050 4GB,15.6,Dos,Full HD,512,SSD M.2,0
1999.0,HP 255 G9,AMD Ryzen 7-5825U,2.0,16,AMD Radeon Graphics,15.6,Dos,Full HD,512,SSD M.2,1
5299.0,Dell G15 5530 Gaming,Intel Core i7-13650HX (13th Gen),1.9,16,NVIDIA GeForce RTX 4050 6GB,15.6,Dos,Full HD,512,SSD M.2,1
2399.0,HP EliteBook 640 14 inch G9,Intel Core i5-1235U (12th Gen),1.3,8,Intel Iris Xe Graphics,14.0,Dos,Full HD,256,SSD M.2,1
2094.0,Lenovo IdeaPad Flex 5 14ALC7,AMD Ryzen 5-5500U,2.1,8,AMD Radeon Graphics,14.0,Windows 11 Home,WUXGA,512,SSD M.2,1
2094.0,ThinkPad T14s Gen 4 (Intel),Intel Core i7-1355U (13th Gen),1.7,16,Intel Iris Xe Graphics,14.0,Windows 11 Professional,WUXGA,1024,SSD M.2,4
2999.0,Acer Nitro 5 AN515-58-542X,Intel Core i5-12500H (12th Gen),3.3,8,NVIDIA GeForce RTX 3050 4GB,15.6,Dos,Full HD,512,SSD M.2,0
5799.0,Acer Gaming Predator Helios Neo 16 PHN16-71-71P2,Intel Core i7-13700HX (13th Gen),2.1,16,NVIDIA GeForce RTX 4060 8GB,16.0,Windows 11 Home,WUXGA,512,SSD M.2,1
1999.0,Asus Vivobook X1500EP-BQ588,Intel Core i5-1135G7 (11th Gen),2.4,8,NVIDIA GeForce MX330 2 GB,15.6,Dos,Full HD,1024,SSD M.2,4
4499.0,Lenovo Gaming LOQ 16IRH8,Intel Core i7-13620H (13th Gen),3.6,16,NVIDIA GeForce RTX 4060 8GB,15.6,Dos,WUXGA,512,SSD M.2,0
3399.0,Dell Inspiron 14 7430 2-in-1,Intel Core i7-1355U (13th Gen),1.7,16,Intel Iris Xe Graphics,14.0,Windows 11 Home,Full HD,512,SSD M.2,1
7999.0,Asus ROG Strix G614JI-N3082,Intel Core i7-13650HX (13th Gen),1.9,32,NVIDIA GeForce RTX 4070 8GB,16.0,Dos,WUXGA,1024,SSD M.2,4
1699.0,Asus Vivobook X1504ZA-NJ672,Intel Core i5-1235U (12th Gen),1.3,8,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
2399.0,HP 250 G10,Intel Core i7-1355U (13th Gen),1.7,8,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
1799.0,Acer Aspire 3 A315-58G-5657,Intel Core i5-1135G7 (11th Gen),2.4,8,NVIDIA GeForce MX350 2 GB,15.6,Dos,Full HD,1024,HDD + 256GB SSD M.2,3
2649.0,Asus Vivobook 14 Flip TP3402ZA-LZ058W,Intel Core i5-12500H (12th Gen),2.5,8,Intel Iris Xe Graphics,14.0,Windows 11 Home,WUXGA,512,SSD M.2,1
1749.0,Dell Vostro 15 3520,Intel Core i5-1235U (12th Gen),1.2,8,Intel UHD Graphics,15.6,Dos,Full HD,512,SSD M.2,1
2349.0,Dell Vostro 15 3520,Intel Core i7-1255U (12th Gen),1.7,8,Intel UHD Graphics,15.6,Dos,Full HD,512,SSD M.2,1
2449.0,Asus Vivobook X1504VA-NJ093,Intel Core i7-1355U (13th Gen),1.7,16,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
2449.0,ThinkPad E14 Gen 5 (Intel),Intel Core i5-1335U (13th Gen),1.3,8,Intel Iris Xe Graphics,14.0,Dos,WUXGA,512,SSD M.2,1
3699.0,Surface Pro 8,Intel Core i5-1135G7 (11th Gen),2.4,8,Intel Iris Xe Graphics,13.0,Windows 11 Home,Full HD,256,SSD,0
2899.0,Lenovo LOQ 15IRH8,Intel Core i5-13420H (13th Gen),1.5,16,NVIDIA GeForce RTX 2050 4GB GDDR6,15.6,Dos,Full HD,512,SSD M.2,1
2899.0,ThinkBook 14 G4 IAP,Intel Core i7-1255U (12th Gen),1.7,16,Intel Iris Xe Graphics,14.0,Windows 11 Professional,Full HD,512,SSD M.2,1
5549.0,Lenovo Legion 5 16IRX9,Intel Core i7-14650HX (14th Generation),2.2,16,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 140W",16.0,Dos,WQXGA,1024,SSD M.2,4
5299.0,Acer Gaming Predator Helios Neo 16 PHN16-71-74ZT,Intel Core i7-13700HX (13th Gen),2.1,16,NVIDIA GeForce RTX 4050 6GB,16.0,Windows 11 Home,WUXGA,512,SSD M.2,1
11299.0,Apple MacBook Pro 16-Inch M3 Pro,Apple M2 Pro chip,3.5,18,18-core GPU,16.2,macOS Sonoma,Full HD,512,SSD,0
3199.0,MacBook Air M1 2020,Apple M1 chip,3.2,8,7-core GPU,13.3,macOS Big Sur,Full HD,256,SSD,0
2999.0,Lenovo LOQ 15IRX9,Intel Core i5-13450HX (13th Gen),1.8,16,NVIDIA GeForce RTX 3050 6GB,15.6,Dos,Full HD,512,SSD M.2,1
6999.0,Lenovo Legion 5 16IRX9,Intel Core i7-14650HX (14th Generation),2.2,16,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W",16.0,Windows 11 Home,WQXGA,1024,SSD M.2,4
6999.0,HP EliteBook 830 G8,Intel Core i7-1185G7 vPro (11th Gen),3.0,8,Intel Iris Xe Graphics,13.3,Windows 10 Professional,Full HD,256,SSD M.2,0
6999.0,Dell Latitude 5440,Intel Core i7-1355U (13th Gen),1.7,16,Intel Integrated Graphics,14.0,Dos,Full HD,512,SSD M.2,1
6999.0,ThinkPad X1 Carbon Gen 11,Intel Core i7-1355U (13th Gen),1.7,16,Intel Iris Xe Graphics,14.0,Windows 11 Professional,WUXGA,512,SSD M.2,1
6999.0,ThinkPad E16 Gen 1 (Intel),Intel Core i7-1355U (13th Gen),1.2,8,Intel Iris Xe Graphics,16.0,Dos,WUXGA,512,SSD M.2,1
6999.0,apple MacBook Air M2 (2024),Apple M2 chip,3.2,16,8-core GPU,13.6,macOS Monterey,Full HD,256,SSD,0
6999.0,Dell Latitude 3440,Intel Core i7-1355U (13th Gen),1.7,8,Intel UHD Graphics,14.0,Dos,Full HD,512,SSD M.2,1
4299.0,Asus TUF Gaming FX507VU-LP165,Intel Core i7-13620H (13th Gen),2.4,16,NVIDIA GeForce RTX 4050 6GB,15.6,Dos,Full HD,512,SSD M.2,1
4299.0,Dell Latitude 3540,Intel Core i7-1355U (13th Gen),1.7,8,NVIDIA GeForce MX550 2 GB,15.6,Dos,Full HD,512,SSD M.2,1
4899.0,Asus TUF Gaming FX507ZV4-LP114,Intel Core i7-12700H (12th Gen),2.3,32,NVIDIA GeForce RTX 4060 8GB,15.6,Dos,Full HD,1024,SSD M.2,4
2899.0,Asus Vivobook 14 Flip TP3402ZA-LZ122W,Intel Core i7-12700H (12th Gen),2.3,16,Intel Iris Xe Graphics,14.0,Windows 11 Home,WUXGA,512,SSD M.2,1
4349.0,Lenovo LOQ 15IRX9 Gaming,Intel Core i7-13650HX (13th Gen),1.9,16,NVIDIA GeForce RTX 4060 8GB,15.6,Dos,Full HD,512,SSD M.2,1
1499.0,Acer Aspire 3 A315-58-57LP,Intel Core i5-1135G7 (11th Gen),2.4,8,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
2149.0,Acer Aspire 3 A315-59G-789P,Intel Core i7-1255U (12th Gen),1.7,8,NVIDIA GeForce MX550 2 GB,15.6,Dos,Full HD,512,SSD M.2,1
2999.0,HP 250 G10,Intel Core i7-1355U (13th Gen),1.7,16,NVIDIA GeForce MX550 2 GB,15.6,Dos,Full HD,512,SSD M.2,1
1299.0,Asus Vivobook Go 15 E1504GA-NJ340,Intel Core i3-N305,1.8,8,Intel UHD Graphics,15.6,Dos,Full HD,512,SSD M.2,1
7499.0,MacBook Air 15-inch M3 (2024),Apple M3 chip,3.4,16,10-core GPU,15.3,macOS Sonoma,Full HD,512,SSD,0
3649.0,Asus Vivobook 14 Flip TP3402VA-LZ144W,Intel Core i9-13900H (13th Gen),2.6,16,Intel Iris Xe Graphics,14.0,Windows 11 Home,WUXGA,1024,SSD M.2,4
5999.0,Asus TUF Gaming FX507VI-LP073,Intel Core i7-13620H (13th Gen),2.4,32,NVIDIA GeForce RTX 4070 8GB,15.6,Dos,Full HD,1024,SSD M.2,4
2599.0,Asus Vivobook X1504VA-NJ107,Intel Core i7-1355U (13th Gen),1.7,16,Intel Iris Xe Graphics,15.6,Dos,Full HD,1024,SSD M.2,4
2599.0,Latitude 3450,Intel Core i7-1355U (13th Gen),1.7,8,Intel UHD Graphics,14.0,Dos,Full HD,512,SSD M.2,1
5799.0,Lenovo ThinkPad E14 Gen 6 Intel,Intel Core Ultra 5-125U,1.3,8,Intel Graphics,14.0,Dos,WUXGA,512,SSD M.2,1
5799.0,ThinkPad X1 Yoga Gen 8,Intel Core i7-1355U (13th Gen),1.7,32,Intel Iris Xe Graphics,14.0,Windows 11 Professional,WUXGA,1024,SSD M.2,4
5799.0,ThinkPad E16 Gen 1 (Intel),Intel Core i5-1335U (13th Gen),1.3,8,Intel Iris Xe Graphics,16.0,Dos,WUXGA,256,SSD M.2,1
5899.0,Lenovo Legion Pro 5 16IRX9,Intel Core i7-14650HX (14th Generation),2.2,16,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W",16.0,Dos,WQXGA,1024,SSD M.2,4
3499.0,Lenovo Gaming LOQ 15APH8,AMD Ryzen 7-7840HS,3.8,16,NVIDIA GeForce RTX 3050 6GB,15.6,Dos,Full HD,512,SSD M.2,0
2699.0,Asus Vivobook 14 Flip TP3402VA-LZ137W,Intel Core i5-13500H (13th Gen),2.6,8,Intel Iris Xe Graphics,14.0,Windows 11 Home,WUXGA,512,SSD M.2,1
2699.0,ThinkPad E15 Gen 4,Intel Core i7-1255U (12th Gen),1.7,8,NVIDIA GeForce MX550 2 GB,15.6,Dos,Full HD,512,SSD,1
1499.0,Asus Vivobook X1504ZA-NJ018,Intel Core i5-1235U (12th Gen),1.3,8,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,1
2594.0,Lenovo IdeaPad Flex 5 14ALC7,AMD Ryzen 7-5700U,1.8,16,AMD Radeon Graphics,14.0,Windows 11 Home,WUXGA,512,SSD M.2,1
8999.0,Apple MacBook Pro 14-inch M3 chip,Apple M3 chip,3.4,16,10-core GPU,14.2,macOS Sonoma,Full HD,1024,SSD,0
8999.0,Dell Latitude 3420,Intel Core i5-1135G7 (11th Gen),2.4,8,Intel Iris Xe Graphics,14.0,Dos,Full HD,256,SSD M.2,1
1999.0,Lenovo IdeaPad Flex 5 14IRU8,Intel Core i3-1315U (13th Gen),0.9,8,Intel UHD Graphics,14.0,Windows 11 Home,WUXGA,512,SSD M.2,1
1999.0,HP ProBook 450 G10,Intel Core i7-1355U (13th Gen),1.7,16,NVIDIA GeForce RTX 2050 4GB GDDR6,15.6,Dos,Full HD,512,SSD M.2,1
2849.0,Asus Vivobook X1605VA-MB328,Intel Core i9-13900H (13th Gen),2.6,16,Intel Iris Xe Graphics,16.0,Dos,WUXGA,512,SSD M.2,0
2849.0,ThinkPad E14 Gen 5 (Intel),Intel Core i7-1355U (13th Gen),1.7,8,Intel Iris Xe Graphics,14.0,Dos,WUXGA,512,SSD,1
2849.0,Lenovo ThinkPad E16 Gen 2 Intel,Intel Core Ultra 7-155H,1.7,16,Intel Graphics,16.0,Dos,WUXGA,512,SSD M.2,1
3999.0,Lenovo Gaming LOQ 15IRH8,Intel Core i7-13620H (13th Gen),3.6,16,NVIDIA GeForce RTX 4050 6GB,15.6,Dos,Full HD,512,SSD M.2,0
1899.0,HP 15s-fq5038nx,Intel Core i5-1235U (12th Gen),3.3,8,Intel Iris Xe Graphics,15.6,Dos,Full HD,512,SSD M.2,0
2899.0,Dell Vostro 15 3520,Intel Core i7-1255U (12th Gen),1.7,8,NVIDIA GeForce MX550 2 GB,15.6,Dos,Full HD,512,SSD M.2,1
1149.0,Asus Vivobook Go 15 E1504GA-NJ255,Intel Core i3-N305,1.8,8,Intel UHD Graphics,15.6,Dos,Full HD,256,SSD M.2,1
2699.0,MacBook Air M1 2020,Apple M1 chip,3.2,8,7-core GPU,13.3,macOS Big Sur,Full HD,256,SSD,0
3699.0,IdeaPad Slim 5 14Q8X9,Snapdragon X Plus X1P 42 100,3.2,16,Qualcomm Adreno GPU,15.6,Windows 11 Home,WUXGA,512,SSD M.2,0
9699.0,Microsoft Surface Laptop 7 Laptop,Snapdragon X Elite 12 Core,3.4,32,Qualcomm Adreno GPU,15.0,Windows 11 Home,PixelSense Flow,1024,SSD,2
11399.0,Apple MacBook Pro 14 M4 Pro Retina XDR Laptop,M4 Pro 14-core CPU,3.5,24,20-core GPU,14.2,macOS Sequoia,Liquid Retina XDR Display,1024,SSD,2
4329.0,MSI Prestige 13 AI Evo A1MG Laptop,Intel Core Ultra 7 155H,1.4,32,Intel Iris Xe Graphics,13.3,Windows 11 Home,2.8K OLED Display,1024,M.2 NVMe PCIe 4.0 SSD,3
4999.0,Asus Vivobook S 15 OLED Laptop,Snapdragon X Elite,3.4,32,Qualcomm Adreno GPU,15.6,Windows 11 Home,3K OLED 120 Hz,1024,M.2 NVMe PCIe 4.0 SSD,3
9029.0,Lenovo Yoga Pro 9 Laptop,Intel Core Ultra 9 185H,5.1,32,NVIDIA GeForce RTX 4060 (8 GB),16.0,Windows 11,3.2K Mini LED 165 Hz,1024,SSD,2
16199.0,Apple MacBook Pro 16 M4 Max Retina XDR Laptop,M4 Max 14-core CPU,3.7,36,32-core GPU,16.0,macOS Sequoia,Liquid Retina XDR Display,1024,SSD,2
18549.0,Apple MacBook Pro 16 M4 Max Retina XDR Laptop,M4 Max 16-core CPU,3.8,48,40-core GPU,16.0,macOS Sequoia,Liquid Retina XDR Display,1024,SSD,2
9399.0,Apple MacBook Pro 14 M4 Retina XDR Laptop,M4 10-core CPU,3.2,24,10-core GPU,14.2,macOS Sequoia,Liquid Retina XDR Display,1024,SSD,2
7099.0,Apple MacBook Air 13 M3 Laptop,M3 8-core CPU,3.0,24,10-core GPU,13.6,macOS Sequoia,Liquid Retina Display,512,SSD,0
9899.0,Renewed Grade A Apple MacBook Pro 16 M3 Pro Retina XDR Laptop,M3 Pro 12-core CPU,3.3,18,18-core GPU,16.0,macOS Sonoma,Liquid Retina XDR Display,512,SSD,0
15299.0,Apple MacBook Pro 16 M3 Max Retina XDR Laptop,M3 Max 14-core CPU,3.5,36,30-core GPU,16.0,macOS Sonoma,Liquid Retina XDR Display,1024,SSD,2
7899.0,Apple MacBook Air 15 M3 Laptop,M3 8-core CPU,3.0,24,10-core GPU,15.3,macOS Sequoia,Liquid Retina Display,512,SSD,0
6229.0,Lenovo Yoga Slim 7 Laptop,Snapdragon X Elite,3.4,32,Qualcomm Adreno GPU,14.5,Windows 11 Home,3K OLED Multi-touch,1024,SSD,2
6899.0,Renewed Grade A Huawei MateBook X Pro Laptop,Intel Core Ultra 9 185H,5.1,32,Intel Arc Graphics,14.2,Windows 11 Home,3K OLED Display,2048,PCIe NVMe M.2 SSD,2
11499.0,Apple MacBook Pro 16 M4 Pro Retina XDR Laptop,M4 Pro 14-core CPU,3.5,24,20-core GPU,16.0,macOS Sequoia,Liquid Retina XDR Display,512,SSD,0
18499.0,Apple MacBook Pro 16 M4 Max Retina XDR Laptop,M4 Max 16-core CPU,3.8,48,40-core GPU,16.0,macOS Sequoia,Liquid Retina XDR Display,1024,SSD,2
6629.0,Lenovo Yoga Pro 7 Laptop,AMD Ryzen 9,2.0,32,Integrated AMD,14.5,Windows 11 Home,2.8K OLED Display,1024,SSD,4
4029.0,Acer Swift Go 14 Laptop,Intel Core Ultra 7 155H (Evo),4.8,32,Intel Arc Graphics,14.0,Windows 11,2.8K OLED Display,1024,SSD,2
14999.0,Apple MacBook Pro 14 M3 Max Retina XDR Laptop,M3 Max 16-core CPU,3.6,36,30-core GPU,14.2,macOS Sonoma,Liquid Retina XDR Display,1024,SSD,2
6519.0,HP EliteBook 840 G11 Laptop,Intel Core Ultra 7 155U,3.8,32,Intel Arc Graphics,14.0,Windows 11 Pro,WUXGA IPS AG Display,1024,NVMe PCIe Gen 4×4 SSD,2
9499.0,Apple MacBook Pro 14 M3 Pro Retina XDR Laptop,M3 Pro 11-core CPU,3.2,18,14-core GPU,14.2,macOS Sonoma,Liquid Retina XDR Display,512,SSD,0
5899.0,Asus Zenbook S 14 OLED with Copilot Key Laptop,Intel Core Ultra 7 258V 32 GB,1.8,32,Intel Arc Graphics,14.0,Windows 11 Home,3K OLED 120 Hz,1024,M.2 NVMe PCIe 4.0 SSD,3
4399.0,Asus Vivobook S 14 OLED Laptop,AMD Ryzen 9-8945HS,4.0,32,AMD Radeon Graphics,14.0,Windows 11 Home,OLED Display,1024,M.2 NVMe PCIe 4.0 SSD,3
13399.0,Apple MacBook Pro 16 M4 Pro Retina XDR Laptop,M4 Pro 14-core CPU,3.5,48,20-core GPU,16.0,macOS Sequoia,Liquid Retina XDR Display,512,SSD,2
9499.0,Apple MacBook Pro 14 M4 Pro Retina XDR Laptop,M4 Pro 12-core CPU,3.5,24,16-core GPU,14.2,macOS Sequoia,Liquid Retina XDR Display,512,SSD,0
6019.0,HP EliteBook 840 G10 Laptop,Intel Core i7-1370P (13th Gen),1.4,32,Intel Iris Xe Graphics,14.0,Windows 11 Pro,WUXGA Anti-glare 400N,1024,M.2 NVMe PCIe 4.0 SSD,3
8499.0,Lenovo Yoga Pro 9 Laptop,Intel Core Ultra 9 185H,5.1,32,NVIDIA GeForce RTX 4060 (8 GB),16.0,Windows 11 Home,3.2K Mini LED 165 Hz,1024,PCIe NVMe M.2 SSD,2
15199.0,Apple MacBook Pro 14 M4 Max Retina XDR Laptop,M4 Max 14-core CPU,3.7,36,32-core GPU,14.2,macOS Sequoia,Liquid Retina XDR Display,1024,SSD,2
4529.0,Acer Swift Go 14 Laptop,Intel Core Ultra 7 155H (Evo),4.8,32,Intel Arc Graphics,14.0,Windows 11,OLED Display,1024,SSD,2
5999.0,Honor MagicBook Art 14 Laptop,Intel Core Ultra 7 155H,4.8,32,Intel Arc Graphics,14.6,Windows 11 Home,OLED Display,1024,PCIe NVMe M.2 SSD,2
8499.0,Huawei MateBook X Pro Laptop,Intel Core Ultra 9 185H,5.1,32,Intel Arc Graphics,14.2,Windows 11 Home,3K OLED Display,2048,PCIe NVMe M.2 SSD,2
11299.0,Apple MacBook Pro 14 M3 Pro Retina XDR Laptop,M3 Pro 12-core CPU,3.3,18,18-core GPU,14.2,macOS Sonoma,Liquid Retina XDR Display,1024,SSD,0
10899.0,Apple MacBook Pro 16 M3 Pro Retina XDR Laptop,M3 Pro 12-core CPU,3.3,18,18-core GPU,16.0,macOS Sonoma,Liquid Retina XDR Display,512,SSD,0
